House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
21,Aberdeen Avenue,Debra,Hughes,64,Head,Married,Female,Occupational hygienist,None,Catholic
21,Aberdeen Avenue,Harry,Hughes,67,Husband,Married,Male,Surgeon,None,Catholic
21,Aberdeen Avenue,Olivia,Hobbs,15,Granddaughter,NA,Female,Student,None,NA
22,Aberdeen Avenue,Jodie,Howell,43,Head,Married,Female,Chartered public finance accountant,None,None
22,Aberdeen Avenue,Craig,Howell,47,Husband,Married,Male,Graphic designer,None,None
22,Aberdeen Avenue,Mandy,Howell,16,Daughter,NA,Female,Student,None,NA
23,Aberdeen Avenue,Hollie,Russell,40,Head,Divorced,Female,Unemployed,None,Catholic
23,Aberdeen Avenue,Kevin,Russell,7,Son,NA,Male,Student,None,NA
23,Aberdeen Avenue,Mathew,Russell,6,Son,NA,Male,Student,None,NA
24,Aberdeen Avenue,Sheila,Reed,54,Head,Single,Female,"Teacher, early years/pre",None,None
24,Aberdeen Avenue,Nigel,Sinclair,56,Partner,Single,Male,Dentist,None,None
24,Aberdeen Avenue,Allan,Reed,16,Son,NA,Male,Student,None,NA
25,Aberdeen Avenue,Jasmine,Barker,79,Head,Widowed,Female,Retired Museum/gallery curator,None,Methodist
26,Aberdeen Avenue,Olivia,Jones,59,Head,Single,Female,Information officer,None,Christian
26,Aberdeen Avenue,Martyn,Baldwin,33,None,Divorced,Male,Unemployed,None,None
26,Aberdeen Avenue,Kyle,Barber,58,None,Single,Male,Aeronautical engineer,None,Catholic
26,Aberdeen Avenue,Ashleigh,Gray,44,None,Single,Female,Equities trader,None,Catholic
27,Aberdeen Avenue,Natalie,Morley,35,Head,Married,Female,Unemployed,None,None
27,Aberdeen Avenue,Philip,Morley,36,Husband,Married,Male,Outdoor activities/education manager,None,None
27,Aberdeen Avenue,Terence,Morley,9,Son,NA,Male,Student,None,NA
28,Aberdeen Avenue,Alice,Baxter,50,Head,Married,Female,"Designer, jewellery",None,Catholic
28,Aberdeen Avenue,Mohammed,Baxter,54,Husband,Married,Male,Petroleum engineer,None,Catholic
28,Aberdeen Avenue,Frederick,Baxter,4,Grandson,NA,Male,Child,None,NA
29,Aberdeen Avenue,Sharon,Thompson,23,Head,Single,Female,Control and instrumentation engineer,None,None
30,Aberdeen Avenue,Frank,Hall,81,Head,Married,Male,Retired Trade mark attorney,None,Catholic
30,Aberdeen Avenue,Margaret,Hall,83,Wife,Married,Female,Retired Graphic designer,None,Catholic
30,Aberdeen Avenue,Julian,Hall,23,Grandson,Single,Male,Passenger transport manager,None,None
30,Aberdeen Avenue,Jill,Williams,19,Granddaughter,Single,Female,University Student,None,Catholic
31,Aberdeen Avenue,Jamie,Davies,78,Head,Married,Male,Retired Visual merchandiser,None,None
31,Aberdeen Avenue,Alison,Davies,76,Wife,Married,Female,Retired Jewellery designer,None,None
32,Aberdeen Avenue,Declan,Thompson,27,Head,Married,Male,Unemployed,None,None
32,Aberdeen Avenue,Beverley,Thompson,27,Wife,Married,Female,Musician,None,None
33,Aberdeen Avenue,Paula,Morris,54,Head,Married,Female,Systems developer,None,Christian
33,Aberdeen Avenue,Jeremy,Morris,56,Husband,Married,Male,Teaching laboratory technician,None,Christian
33,Aberdeen Avenue,Ashleigh,Morris,21,Daughter,Single,Female,University Student,None,Christian
33,Aberdeen Avenue,Gillian,Morris,17,Daughter,NA,Female,Student,None,NA
33,Aberdeen Avenue,Eleanor,Morris,17,Daughter,NA,Female,Student,None,NA
34,Aberdeen Avenue,Ann,Holland,40,Head,Single,Female,Diplomatic Services operational officer,None,None
34,Aberdeen Avenue,Elliott,Armstrong,41,Partner,Single,Male,Hydrologist,None,None
34,Aberdeen Avenue,Geoffrey,Holland,12,Son,NA,Male,Student,None,NA
35,Aberdeen Avenue,Charlene,Arnold,60,Head,Married,Female,Agricultural engineer,None,Christian
35,Aberdeen Avenue,Denis,Arnold,60,Husband,Married,Male,Trading standards officer,None,None
35,Aberdeen Avenue,Adam,Arnold,31,Son,Divorced,Male,Unemployed,None,Christian
36,Aberdeen Avenue,Elaine,Knowles,37,Head,Single,Female,Administrator,None,Christian
36,Aberdeen Avenue,Clifford,John,41,Partner,Single,Male,Publishing copy,None,Christian
36,Aberdeen Avenue,Craig,Knowles,20,Son,Single,Male,University Student,None,None
36,Aberdeen Avenue,Paige,Knowles,17,Daughter,NA,Female,Student,None,NA
37,Aberdeen Avenue,Jasmine,Humphreys,41,Head,Single,Female,Unemployed,None,None
37,Aberdeen Avenue,Helen,Humphreys,8,Daughter,NA,Female,Student,None,NA
37,Aberdeen Avenue,Sylvia,Humphreys,5,Daughter,NA,Female,Student,None,NA
37,Aberdeen Avenue,Dorothy,Humphreys,2,Daughter,NA,Female,Child,None,NA
38,Aberdeen Avenue,Eleanor,Hamilton,66,Head,Married,Female,"Programmer, multimedia",None,Christian
38,Aberdeen Avenue,Thomas,Hamilton,70,Husband,Married,Male,Retired Barrister's clerk,None,Christian
38,Aberdeen Avenue,William,Hamilton,37,Son,Single,Male,Unemployed,None,Christian
38,Aberdeen Avenue,Rebecca,Hamilton,35,Daughter,Divorced,Female,"Loss adjuster, chartered",None,Christian
38,Aberdeen Avenue,Brandon,Hamilton,33,Son,Single,Male,"Surveyor, land/geomatics",None,None
39,Aberdeen Avenue,Kelly,Spencer,64,Head,Married,Female,"Engineer, communications",None,Catholic
39,Aberdeen Avenue,Nathan,Spencer,63,Husband,Married,Male,Glass blower/designer,None,Catholic
39,Aberdeen Avenue,Rebecca,Spencer,34,Daughter,Divorced,Female,Diagnostic radiographer,None,Catholic
39,Aberdeen Avenue,Jay,Spencer,29,Adopted Son,Single,Male,Special effects artist,None,None
40,Aberdeen Avenue,Rita,Price,49,Head,Married,Female,Environmental education officer,None,Christian
40,Aberdeen Avenue,Hugh,Price,54,Husband,Married,Male,Water quality scientist,None,Christian
40,Aberdeen Avenue,Angela,Price,24,Daughter,Single,Female,Garment/textile technologist,None,None
41,Aberdeen Avenue,Conor,Brady,55,Head,Married,Male,Forensic psychologist,None,Catholic
41,Aberdeen Avenue,Kerry,Brady,50,Wife,Married,Female,Best boy,None,Catholic
41,Aberdeen Avenue,Geoffrey,Clarke,7,Grandson,NA,Male,Student,None,NA
42,Aberdeen Avenue,Joyce,Davidson,50,Head,Married,Female,"Horticulturist, commercial",None,Methodist
42,Aberdeen Avenue,Cameron,Davidson,53,Husband,Married,Male,Hydrogeologist,None,None
42,Aberdeen Avenue,Justin,Davidson,20,Son,Divorced,Male,University Student,None,None
43,Aberdeen Avenue,Angela,Lee,67,Head,Married,Female,"Geneticist, molecular",None,Catholic
43,Aberdeen Avenue,Denis,Lee,70,Husband,Married,Male,"Retired Editor, commissioning",None,None
43,Aberdeen Avenue,Rachel,Lee,34,Adopted Daughter,Widowed,Female,Plant breeder/geneticist,None,Christian
43,Aberdeen Avenue,Alison,Lee,31,Daughter,Single,Female,Civil Service administrator,None,Catholic
44,Aberdeen Avenue,Henry,Houghton,58,Head,Married,Male,Unemployed,None,Methodist
44,Aberdeen Avenue,Sharon,Houghton,58,Wife,Married,Female,Forest/woodland manager,None,Methodist
44,Aberdeen Avenue,Andrew,Williams,18,Grandson,Single,Male,Student,None,None
44,Aberdeen Avenue,Bradley,Williams,16,Grandson,NA,Male,Student,None,NA
45,Aberdeen Avenue,Norman,Evans,22,Head,Single,Male,University Student,None,Christian
45,Aberdeen Avenue,Geoffrey,Ford,18,None,Single,Male,University Student,None,None
46,Aberdeen Avenue,Anna,Evans,50,Head,Married,Female,Adult guidance worker,None,Methodist
46,Aberdeen Avenue,Christian,Evans,54,Husband,Married,Male,"Editor, film/video",None,Methodist
46,Aberdeen Avenue,Kieran,Jones,15,Step-Son,NA,Male,Student,None,NA
46,Aberdeen Avenue,Hilary,Jones,13,Step-Daughter,NA,Female,Student,None,NA
47,Aberdeen Avenue,Charlotte,Walton-Cooper,35,Head,Married,Female,Broadcast presenter,None,Catholic
47,Aberdeen Avenue,Shane,Walton-Cooper,39,Husband,Married,Male,Bookseller,None,Catholic
47,Aberdeen Avenue,Kirsty,Walton-Cooper,12,Daughter,NA,Female,Student,None,NA
48,Aberdeen Avenue,Dominic,Steele,38,Head,Single,Male,Unemployed,None,None
49,Aberdeen Avenue,Irene,Robson,37,Head,Married,Female,Research scientist (medical),None,None
49,Aberdeen Avenue,Douglas,Robson,39,Husband,Married,Male,Video editor,None,None
49,Aberdeen Avenue,Wayne,Robson,10,Son,NA,Male,Student,None,NA
50,Aberdeen Avenue,Jason,Mitchell,46,Head,Single,Male,"Physicist, medical",None,Catholic
50,Aberdeen Avenue,Paula,Lucas,41,None,Single,Female,Early years teacher,None,None
50,Aberdeen Avenue,Elaine,Parker,56,None,Single,Female,Seismic interpreter,None,None
50,Aberdeen Avenue,Brett,Cross,48,None,Single,Male,Information officer,None,Methodist
50,Aberdeen Avenue,Yvonne,Norman,24,None,Single,Female,"Copywriter, advertising",None,Catholic
51,Aberdeen Avenue,Dorothy,Potter,69,Head,Married,Female,"Retired Therapist, art",None,Christian
51,Aberdeen Avenue,Gavin,Potter,70,Husband,Married,Male,Retired Estate agent,None,Christian
51,Aberdeen Avenue,Ben,Potter,39,Son,Single,Male,Mudlogger,None,Christian
52,Aberdeen Avenue,Liam,King,42,Head,Single,Male,Cabin crew,None,None
52,Aberdeen Avenue,Alexandra,Clark,36,Partner,Single,Female,"Psychotherapist, dance movement",None,None
52,Aberdeen Avenue,Paul,Edwards,37,Lodger,Single,Male,Dealer,None,None
53,Aberdeen Avenue,Jemma,Bates,68,Head,Widowed,Female,Retired Arboriculturist,None,None
54,Aberdeen Avenue,Marian,Green,38,Head,Divorced,Female,Unemployed,None,None
54,Aberdeen Avenue,Vanessa,Green,20,Daughter,Divorced,Female,University Student,None,None
54,Aberdeen Avenue,Julian,Green,19,Son,Single,Male,University Student,None,None
55,Aberdeen Avenue,Mark,Moore,55,Head,Married,Male,Theatre stage manager,None,Christian
55,Aberdeen Avenue,Jill,Moore,56,Wife,Married,Female,Magazine features editor,None,None
55,Aberdeen Avenue,Beth,Moore,39,Daughter,Divorced,Female,Unemployed,None,Christian
56,Aberdeen Avenue,Amy,Shaw,37,Head,Single,Female,Unemployed,None,Catholic
56,Aberdeen Avenue,Alan,Shaw,16,Son,NA,Male,Student,None,NA
56,Aberdeen Avenue,Michael,Shaw,12,Son,NA,Male,Student,None,NA
57,Aberdeen Avenue,Matthew,Evans,40,Head,Single,Male,Unemployed,None,Christian
57,Aberdeen Avenue,Grace,Evans,18,Daughter,Single,Female,Student,None,Christian
57,Aberdeen Avenue,Aimee,Harris-Evans,18,Daughter,Single,Female,Student,None,Christian
58,Aberdeen Avenue,Valerie,Gallagher,50,Head,Single,Female,Furniture designer,None,Methodist
58,Aberdeen Avenue,Marian,Walker,45,None,Single,Female,"Civil engineer, contracting",None,Methodist
58,Aberdeen Avenue,Mohammad,George,49,None,Single,Male,Herpetologist,None,None
59,Aberdeen Avenue,Jayne,Cooke,40,Head,Single,Female,Fisheries officer,None,Catholic
59,Aberdeen Avenue,Bruce,Stanley,42,Partner,Single,Male,Public librarian,None,None
59,Aberdeen Avenue,Gareth,Cooke,18,Son,Single,Male,Student,None,Catholic
59,Aberdeen Avenue,Matthew,Cooke,16,Son,NA,Male,Student,None,NA
59,Aberdeen Avenue,Craig,Cooke,14,Son,NA,Male,Student,None,NA
60,Aberdeen Avenue,Paige,Lee,29,Head,Single,Female,Barrister,None,Catholic
60,Aberdeen Avenue,Guy,Lee,11,Son,NA,Male,Student,None,NA
60,Aberdeen Avenue,Kirsty,Lee,10,Daughter,NA,Female,Student,None,NA
60,Aberdeen Avenue,Linda,Lee,8,Daughter,NA,Female,Student,None,NA
61,Aberdeen Avenue,Stephanie,Stewart,81,Head,Married,Female,"Retired Horticulturist, amenity",None,None
61,Aberdeen Avenue,Daniel,Stewart,84,Husband,Married,Male,"Retired Teacher, secondary school",None,None
62,Aberdeen Avenue,Carly,Hill,26,Head,Divorced,Female,Unemployed,None,None
62,Aberdeen Avenue,Maria,Hill,1,Daughter,NA,Female,Child,None,NA
62,Aberdeen Avenue,Yvonne,Hill,0,Daughter,NA,Female,Child,None,NA
62,Aberdeen Avenue,Amy,Thompson,23,Lodger,Widowed,Female,Corporate investment banker,None,None
62,Aberdeen Avenue,Andrew,Fletcher,36,Lodger,Single,Male,"Nurse, mental health",None,None
63,Aberdeen Avenue,Molly,Wheeler,55,Head,Single,Female,"Administrator, local government",None,Christian
63,Aberdeen Avenue,Diana,Bentley,5,Granddaughter,NA,Female,Student,None,NA
64,Aberdeen Avenue,Nathan,Patterson,52,Head,Single,Male,"Administrator, education",None,Christian
64,Aberdeen Avenue,Conor,Allen,44,None,Single,Male,"Designer, jewellery",None,Catholic
64,Aberdeen Avenue,Diana,Taylor,44,None,Single,Female,"Scientist, research (medical)",None,Methodist
65,Aberdeen Avenue,Kirsty,Hodgson,53,Head,Married,Female,Unemployed,None,Christian
65,Aberdeen Avenue,Brett,Hodgson,57,Husband,Married,Male,Operational researcher,None,None
65,Aberdeen Avenue,Marian,Hodgson,17,Daughter,NA,Female,Student,None,NA
66,Aberdeen Avenue,Rachel,Roberts,48,Head,Divorced,Female,Acupuncturist,None,None
66,Aberdeen Avenue,John,Roberts,19,Son,Divorced,Male,University Student,None,None
66,Aberdeen Avenue,Mitchell,Roberts,18,Son,Divorced,Male,Student,None,None
66,Aberdeen Avenue,Gemma,Roberts,17,Daughter,NA,Female,Student,None,NA
67,Aberdeen Avenue,Lawrence,Davis,36,Head,Divorced,Male,Comptroller,None,Methodist
67,Aberdeen Avenue,Lauren,Davis,2,Daughter,NA,Female,Child,None,NA
67,Aberdeen Avenue,Kimberley,Davis,2,Daughter,NA,Female,Child,None,NA
67,Aberdeen Avenue,Kate,Davis,1,Daughter,NA,Female,Child,None,NA
68,Aberdeen Avenue,Graeme,Knowles,27,Head,Single,Male,Astronomer,None,Catholic
68,Aberdeen Avenue,Carly,Stone,19,None,Single,Female,University Student,None,Catholic
68,Aberdeen Avenue,Natalie,Palmer,50,None,Single,Female,Land/geomatics surveyor,None,None
69,Aberdeen Avenue,Shirley,Parry,64,Head,Single,Female,Unemployed,None,Methodist
69,Aberdeen Avenue,Howard,Harrison,66,Partner,Single,Male,Chartered accountant,None,Methodist
70,Aberdeen Avenue,Lisa,Webster,33,Head,Single,Female,Chartered legal executive (England and Wales),None,None
70,Aberdeen Avenue,Francis,Burke,35,Partner,Single,Male,Waste management officer,None,None
70,Aberdeen Avenue,Liam,Webster,9,Son,NA,Male,Student,None,NA
70,Aberdeen Avenue,Hugh,Webster,7,Son,NA,Male,Student,None,NA
71,Aberdeen Avenue,Suzanne,Moore,49,Head,Married,Female,Warehouse manager,None,None
71,Aberdeen Avenue,Jamie,Moore,56,Husband,Married,Male,Legal secretary,None,None
71,Aberdeen Avenue,Edward,Moore,11,Son,NA,Male,Student,None,NA
72,Aberdeen Avenue,Christine,Cross,35,Head,Married,Female,Marketing executive,None,Christian
72,Aberdeen Avenue,Donald,Cross,37,Husband,Married,Male,Operational investment banker,None,Christian
72,Aberdeen Avenue,Kieran,Cross,3,Son,NA,Male,Child,None,NA
73,Aberdeen Avenue,Wendy,Marsh,31,Head,Single,Female,Seismic interpreter,None,None
73,Aberdeen Avenue,Denise,Marsh,3,Daughter,NA,Female,Child,None,NA
73,Aberdeen Avenue,Marc,Higgins,22,Lodger,Single,Male,University Student,None,None
74,Aberdeen Avenue,Julia,Nixon,25,Head,Single,Female,Unemployed,None,None
74,Aberdeen Avenue,Holly,Parry,32,Visitor,Single,Female,Armed forces technical officer,None,Sikh
75,Aberdeen Avenue,Adrian,Bolton,67,Head,Married,Male,Art gallery manager,None,None
75,Aberdeen Avenue,Kelly,Bolton,65,Wife,Married,Female,Site engineer,None,None
76,Aberdeen Avenue,Tracy,Hardy,49,Head,Married,Female,Energy manager,None,Catholic
76,Aberdeen Avenue,Dean,Hardy,51,Husband,Married,Male,"Scientist, research (maths)",None,None
76,Aberdeen Avenue,Sylvia,Hardy,12,Daughter,NA,Female,Student,None,NA
77,Aberdeen Avenue,Geraldine,Parker,47,Head,Single,Female,Dentist,None,Catholic
77,Aberdeen Avenue,Louis,Parker,21,Son,Single,Male,University Student,None,None
77,Aberdeen Avenue,Shane,Parker,17,Son,NA,Male,Student,None,NA
77,Aberdeen Avenue,Jake,Parker,17,Son,NA,Male,Student,None,NA
77,Aberdeen Avenue,Lee,Parker,14,Son,NA,Male,Student,None,NA
78,Aberdeen Avenue,Michelle,Glover,56,Head,Single,Female,Chiropractor,None,Christian
78,Aberdeen Avenue,Michelle,Craig,34,None,Single,Female,Magazine journalist,None,Catholic
78,Aberdeen Avenue,Kevin,Johnson,33,None,Single,Male,Retail merchandiser,None,Methodist
78,Aberdeen Avenue,Martin,Jones,50,None,Single,Male,"Loss adjuster, chartered",None,None
79,Aberdeen Avenue,Kathryn,Scott,39,Head,Single,Female,Pension scheme manager,None,None
79,Aberdeen Avenue,Gareth,Johnson,42,Partner,Single,Male,Magazine features editor,None,None
79,Aberdeen Avenue,Reece,Smith,26,Lodger,Single,Male,Agricultural consultant,None,None
80,Aberdeen Avenue,Janet,Hamilton,48,Head,Married,Female,Banker,None,None
80,Aberdeen Avenue,Thomas,Hamilton,50,Husband,Married,Male,Dispensing optician,None,None
80,Aberdeen Avenue,Nathan,Hamilton,19,Son,Single,Male,University Student,None,None
81,Aberdeen Avenue,Damien,Evans,22,Head,Single,Male,University Student,None,None
81,Aberdeen Avenue,Victoria,Kirk,21,None,Single,Female,University Student,None,None
81,Aberdeen Avenue,Roger,Parkinson,22,None,Single,Male,University Student,None,Muslim
82,Aberdeen Avenue,Duncan,Rose,39,Head,Married,Male,"Therapist, occupational",None,Catholic
82,Aberdeen Avenue,Julia,Rose,37,Wife,Married,Female,Secondary school teacher,None,Catholic
82,Aberdeen Avenue,Helen,Rose,11,Daughter,NA,Female,Student,None,NA
82,Aberdeen Avenue,Joseph,Sheppard,6,Son,NA,Male,Student,None,NA
83,Aberdeen Avenue,Heather,Phillips,47,Head,Married,Female,Drilling engineer,None,None
83,Aberdeen Avenue,Andrew,Phillips,49,Husband,Married,Male,Advice worker,None,None
83,Aberdeen Avenue,Claire,Phillips,23,Daughter,Single,Female,"Designer, multimedia",None,None
83,Aberdeen Avenue,Amy,Phillips,10,Daughter,NA,Female,Student,None,NA
84,Aberdeen Avenue,Marion,Andrews,40,Head,Divorced,Female,"Engineer, maintenance",None,Christian
84,Aberdeen Avenue,Hannah,Andrews,10,Daughter,NA,Female,Student,None,NA
84,Aberdeen Avenue,Paula,Andrews,10,Daughter,NA,Female,Student,None,NA
84,Aberdeen Avenue,Grace,Andrews,9,Daughter,NA,Female,Student,None,NA
84,Aberdeen Avenue,Geoffrey,Andrews,8,Son,NA,Male,Student,None,NA
85,Aberdeen Avenue,Rosemary,Roberts,52,Head,Married,Female,"Programmer, applications",None,Christian
85,Aberdeen Avenue,Jordan,Roberts,49,Husband,Married,Male,Field seismologist,None,Christian
85,Aberdeen Avenue,Allan,Roberts,29,Son,Divorced,Male,Mechanical engineer,None,Christian
86,Aberdeen Avenue,Christopher,Myers,74,Head,Married,Male,Retired Information officer,None,Catholic
86,Aberdeen Avenue,Stephanie,Myers,69,Wife,Married,Female,Retired Technical brewer,None,None
86,Aberdeen Avenue,Sophie,Myers,22,Granddaughter,Single,Female,University Student,None,None
86,Aberdeen Avenue,Lee,Myers,19,Grandson,Single,Male,University Student,None,Catholic
86,Aberdeen Avenue,Gail,Myers,18,Granddaughter,Single,Female,Student,None,None
87,Aberdeen Avenue,Donna,Sims,37,Head,Married,Female,Emergency planning/management officer,None,Christian
87,Aberdeen Avenue,Graeme,Sims,43,Husband,Married,Male,"Teacher, English as a foreign language",None,Christian
87,Aberdeen Avenue,Ross,Sims,8,Son,NA,Male,Student,None,NA
88,Aberdeen Avenue,Yvonne,Graham,38,Head,Married,Female,Tax inspector,None,Catholic
88,Aberdeen Avenue,Martyn,Graham,40,Husband,Married,Male,Art therapist,None,None
88,Aberdeen Avenue,Connor,Graham,21,Son,Single,Male,University Student,None,None
88,Aberdeen Avenue,Conor,Graham,6,Son,NA,Male,Student,None,NA
89,Aberdeen Avenue,Gemma,Ryan,26,Head,Divorced,Female,Chartered legal executive (England and Wales),None,None
90,Aberdeen Avenue,Lauren,Robinson,59,Head,Divorced,Female,Unemployed,None,Christian
90,Aberdeen Avenue,Gemma,Robinson,16,Daughter,NA,Female,Student,None,NA
90,Aberdeen Avenue,Steven,Robinson,14,Son,NA,Male,Student,None,NA
90,Aberdeen Avenue,Melissa,Robinson,12,Daughter,NA,Female,Student,None,NA
91,Aberdeen Avenue,Hollie,Lee,48,Head,Single,Female,Press sub,None,Catholic
